City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
267,Oratorio,GT,76.69,overcast clouds,14.2281,-90.1758,Casa-Hotel Doña María
270,Champerico,GT,89.35,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
272,Matara,LK,79.45,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
274,Kudat,MY,82.33,moderate rain,6.8837,116.8477,Dream Garden Hotel
278,Guerrero Negro,MX,71.58,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
279,Lompoc,US,62.08,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
282,Vila Velha,BR,71.55,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
283,Sonari,IN,77.34,clear sky,27.0667,95.0333,Hotel Green View
284,Baghdogra,IN,78.48,clear sky,26.7,88.3167,OYO 3155 Marina's Motel
287,Bad Gandersheim,DE,60.48,clear sky,51.8667,10.0333,Ferienwohnungen-Bad-Gandersheim
289,Mana,GF,88.16,overcast clouds,5.6592,-53.7767,LE SAMANA
290,Ulladulla,AU,62.1,scattered clouds,-35.35,150.4667,Sandpiper Motel
291,Manhattan,US,69.15,overcast clouds,40.7834,-73.9662,The Excelsior Hotel
295,Kanye,BW,83.88,clear sky,-24.9667,25.3327,The Savanna Lodge
297,Los Llanos De Aridane,ES,73.15,scattered clouds,28.6585,-17.9182,Valle Aridane
298,Tuburan,PH,78.89,overcast clouds,6.6439,122.2736,GT Site
299,Pangoa,PE,75.15,overcast clouds,-12.1167,-73.0,
302,Huaihua,CN,63.54,moderate rain,27.5494,109.9592,怀化天庆大酒店
306,Souillac,MU,73.78,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
307,Garowe,SO,87.71,overcast clouds,8.4054,48.4845,Curubo Hotel
308,Honiara,SB,77.47,light rain,-9.4333,159.95,Heritage Park Hotel
309,Saint Anthony,US,71.53,clear sky,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
310,Acapulco,MX,82.22,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
311,Salinopolis,BR,87.26,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
312,Pedernales,DO,85.15,clear sky,18.0384,-71.744,Hotel Costa Marina
314,Pisco,PE,64.45,overcast clouds,-13.7,-76.2167,Hotel San Isidro Oficial
317,San Pedro,PH,81.36,few clouds,14.35,121.0167,Villa Veronica Resort Private Pool
318,Durban,ZA,70.72,few clouds,-29.8579,31.0292,Hilton Durban
322,Murree,PK,60.24,clear sky,33.9073,73.393,Lockwood Hotel Murree
323,Mackay,AU,73.38,scattered clouds,-21.15,149.2,International Lodge Motel
324,Bathsheba,BB,86.61,broken clouds,13.2167,-59.5167,Atlantis Hotel
327,Taltal,CL,63.43,clear sky,-25.4,-70.4833,Residencial Karime
328,Sao Joao Da Barra,BR,71.69,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
330,San Quintin,MX,65.8,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
331,Inhambane,MZ,75.0,clear sky,-23.865,35.3833,Oceano
332,Pathein,MM,78.3,overcast clouds,16.7833,94.7333,New Pammawaddy Hotel
334,Ribeira Grande,PT,73.8,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
336,Talas,TR,70.47,clear sky,38.6908,35.5538,Fimaj Residence
337,Cockburn Town,TC,82.74,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
338,Yulara,AU,73.24,overcast clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
339,Mareeba,AU,70.52,broken clouds,-17.0,145.4333,Trinity Plains Tourist Park
340,Uchiza,PE,83.28,broken clouds,-8.4592,-76.4633,Hotel San Pedro
341,Tornabe,HN,84.45,scattered clouds,15.75,-87.55,Finca la Zarca y Hacienda La 38
343,Juba,SS,87.84,scattered clouds,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
347,Hobyo,SO,79.2,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
350,Sayyan,YE,69.64,overcast clouds,15.1718,44.3244,متنزه و بحيرة سيان
351,Cururupu,BR,88.45,broken clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
354,Padang,ID,77.05,scattered clouds,-0.9492,100.3543,Mercure Padang
