City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
259,Tuktoyaktuk,CA,69.4541,-133.0374,28.4,93,75,9.22,broken clouds,2021-10-09 15:23:51
260,Road Town,VG,18.4167,-64.6167,87.89,62,20,11.5,few clouds,2021-10-09 15:27:25
261,Danshui,CN,22.7984,114.4672,79.02,93,100,10.36,moderate rain,2021-10-09 15:28:47
262,Kondinskoye,RU,59.6481,67.41,38.88,69,100,8.66,overcast clouds,2021-10-09 15:28:47
263,Mehamn,NO,71.0357,27.8492,35.82,97,100,5.08,light rain,2021-10-09 15:25:09
264,Boa Vista,BR,2.8197,-60.6733,84.18,65,40,3.44,scattered clouds,2021-10-09 15:25:07
265,Boshnyakovo,RU,49.6333,142.1667,45.18,83,71,11.7,broken clouds,2021-10-09 15:28:48
266,Tichilesti,RO,45.1167,27.9,54.37,39,100,10.85,overcast clouds,2021-10-09 15:28:49
267,Oratorio,GT,14.2281,-90.1758,76.69,69,99,1.5,overcast clouds,2021-10-09 15:28:49
268,Ust-Tsilma,RU,65.441,52.1498,32.43,77,82,4.23,broken clouds,2021-10-09 15:26:40
269,Honningsvag,NO,70.9821,25.9704,37.76,96,100,6.04,light rain,2021-10-09 15:28:49
270,Champerico,GT,14.3,-91.9167,89.35,77,97,7.81,overcast clouds,2021-10-09 15:23:39
271,Chunskiy,RU,56.0815,99.6342,41.13,73,97,10.42,overcast clouds,2021-10-09 15:28:50
272,Matara,LK,5.9485,80.5353,79.45,86,97,9.62,overcast clouds,2021-10-09 15:25:32
273,Pevek,RU,69.7008,170.3133,23.45,92,99,2.13,overcast clouds,2021-10-09 15:28:51
274,Kudat,MY,6.8837,116.8477,82.33,89,20,3.44,moderate rain,2021-10-09 15:28:51
275,Staryy Nadym,RU,65.6118,72.6842,31.59,78,100,20.49,light snow,2021-10-09 15:28:51
276,Vostok,RU,46.4856,135.8833,43.86,66,99,6.08,moderate rain,2021-10-09 15:26:31
277,Lobva,RU,59.1854,60.5185,39.58,67,97,5.93,overcast clouds,2021-10-09 15:28:52
278,Guerrero Negro,MX,27.9769,-114.0611,71.58,67,0,19.22,clear sky,2021-10-09 15:25:51
279,Lompoc,US,34.6391,-120.4579,62.08,79,1,17.0,clear sky,2021-10-09 15:26:25
280,Okhotsk,RU,59.3833,143.3,26.04,81,34,8.34,scattered clouds,2021-10-09 15:28:52
281,Zyryanka,RU,65.75,150.85,15.53,81,16,6.13,few clouds,2021-10-09 15:28:53
282,Vila Velha,BR,-20.3297,-40.2925,71.55,68,75,4.61,broken clouds,2021-10-09 15:28:13
283,Sonari,IN,27.0667,95.0333,77.34,92,0,2.3,clear sky,2021-10-09 15:28:53
284,Baghdogra,IN,26.7,88.3167,78.48,79,0,4.68,clear sky,2021-10-09 15:28:54
285,Yumen,CN,40.2833,97.2,39.56,17,0,5.17,clear sky,2021-10-09 15:24:01
286,Mwinilunga,ZM,-11.7358,24.4293,92.01,15,16,7.56,few clouds,2021-10-09 15:28:55
287,Bad Gandersheim,DE,51.8667,10.0333,60.48,60,7,6.24,clear sky,2021-10-09 15:28:55
288,Hofn,IS,64.2539,-15.2082,47.68,86,100,2.24,overcast clouds,2021-10-09 15:28:56
289,Mana,GF,5.6592,-53.7767,88.16,60,100,7.67,overcast clouds,2021-10-09 15:28:56
290,Ulladulla,AU,-35.35,150.4667,62.1,87,49,6.71,scattered clouds,2021-10-09 15:28:56
291,Manhattan,US,40.7834,-73.9662,69.15,76,90,8.05,overcast clouds,2021-10-09 15:28:57
292,Esperance,AU,-33.8667,121.9,48.04,63,100,7.56,overcast clouds,2021-10-09 15:25:34
293,Meridian,US,43.6121,-116.3915,50.09,65,1,1.01,clear sky,2021-10-09 15:28:57
294,Kropotkin,RU,45.4375,40.5756,54.43,48,46,18.28,scattered clouds,2021-10-09 15:26:41
295,Kanye,BW,-24.9667,25.3327,83.88,8,0,13.49,clear sky,2021-10-09 15:28:58
296,Araouane,ML,18.9048,-3.5265,102.81,6,79,6.71,broken clouds,2021-10-09 15:28:58
297,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,77,40,13.8,scattered clouds,2021-10-09 15:28:59
298,Tuburan,PH,6.6439,122.2736,78.89,76,100,4.21,overcast clouds,2021-10-09 15:29:00
299,Pangoa,PE,-12.1167,-73.0,75.15,93,100,1.66,overcast clouds,2021-10-09 15:29:01
300,Zhigansk,RU,66.7697,123.3711,34.32,99,100,17.94,light rain,2021-10-09 15:25:19
301,Aksu,CN,41.1231,80.2644,50.25,33,95,7.09,overcast clouds,2021-10-09 15:29:01
302,Huaihua,CN,27.5494,109.9592,63.54,97,100,4.05,moderate rain,2021-10-09 15:29:02
303,Berdigestyakh,RU,62.0989,126.6992,31.12,92,77,7.74,broken clouds,2021-10-09 15:29:03
304,Oranjemund,NA,-28.55,16.4333,63.23,67,18,22.35,few clouds,2021-10-09 15:29:03
305,Lac Du Bonnet,CA,50.2536,-96.0612,56.14,82,100,7.45,overcast clouds,2021-10-09 15:29:04
306,Souillac,MU,-20.5167,57.5167,73.78,73,40,14.97,scattered clouds,2021-10-09 15:25:17
307,Garowe,SO,8.4054,48.4845,87.71,39,98,12.95,overcast clouds,2021-10-09 15:29:04
308,Honiara,SB,-9.4333,159.95,77.47,89,99,0.83,light rain,2021-10-09 15:25:48
309,Saint Anthony,US,45.0205,-93.218,71.53,82,1,1.01,clear sky,2021-10-09 15:24:53
310,Acapulco,MX,16.8634,-99.8901,82.22,83,75,4.61,broken clouds,2021-10-09 15:29:06
311,Salinopolis,BR,-0.6136,-47.3561,87.26,64,70,10.92,broken clouds,2021-10-09 15:29:06
312,Pedernales,DO,18.0384,-71.744,85.15,64,0,4.68,clear sky,2021-10-09 15:29:07
313,Camacupa,AO,-12.0167,17.4833,94.3,12,71,4.85,broken clouds,2021-10-09 15:29:07
314,Pisco,PE,-13.7,-76.2167,64.45,82,90,6.91,overcast clouds,2021-10-09 15:24:45
315,Arlit,NE,18.7369,7.3853,98.31,8,6,5.32,clear sky,2021-10-09 15:29:09
316,Leningradskiy,RU,69.3833,178.4167,15.58,95,100,4.07,overcast clouds,2021-10-09 15:26:47
317,San Pedro,PH,14.35,121.0167,81.36,88,20,4.61,few clouds,2021-10-09 15:29:09
318,Durban,ZA,-29.8579,31.0292,70.72,78,15,8.99,few clouds,2021-10-09 15:29:10
319,Hami,CN,42.8,93.45,46.31,33,0,1.32,clear sky,2021-10-09 15:29:10
320,Pangnirtung,CA,66.1451,-65.7125,33.8,100,90,0.0,fog,2021-10-09 15:29:10
321,Marienburg,PL,54.0359,19.0266,57.88,43,100,4.03,overcast clouds,2021-10-09 15:29:11
322,Murree,PK,33.9073,73.393,60.24,54,0,4.97,clear sky,2021-10-09 15:29:11
323,Mackay,AU,-21.15,149.2,73.38,78,40,9.22,scattered clouds,2021-10-09 15:29:12
324,Bathsheba,BB,13.2167,-59.5167,86.61,70,75,16.11,broken clouds,2021-10-09 15:24:50
325,Ust-Kuyga,RU,70.0167,135.6,18.21,90,100,5.48,overcast clouds,2021-10-09 15:29:12
326,Vizinga,RU,61.0749,50.1031,39.15,95,100,2.73,light rain,2021-10-09 15:29:12
327,Taltal,CL,-25.4,-70.4833,63.43,56,0,6.13,clear sky,2021-10-09 15:29:13
328,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,73,100,7.94,overcast clouds,2021-10-09 15:24:30
329,Taksimo,RU,56.3444,114.8794,30.97,78,12,3.69,few clouds,2021-10-09 15:29:13
330,San Quintin,MX,30.4833,-115.95,65.8,76,5,14.65,clear sky,2021-10-09 15:29:14
331,Inhambane,MZ,-23.865,35.3833,75.0,67,0,15.52,clear sky,2021-10-09 15:29:14
332,Pathein,MM,16.7833,94.7333,78.3,90,100,3.76,overcast clouds,2021-10-09 15:29:14
333,Usukhchay,RU,41.4225,47.9132,45.41,90,76,1.34,broken clouds,2021-10-09 15:29:15
334,Ribeira Grande,PT,38.5167,-28.7,73.8,73,40,17.27,scattered clouds,2021-10-09 15:24:19
335,Moussoro,TD,13.6408,16.4901,101.98,11,98,11.21,overcast clouds,2021-10-09 15:29:15
336,Talas,TR,38.6908,35.5538,70.47,21,0,4.61,clear sky,2021-10-09 15:29:16
337,Cockburn Town,TC,21.4612,-71.1419,82.74,75,99,13.18,overcast clouds,2021-10-09 15:21:24
338,Yulara,AU,-25.2406,130.9889,73.24,43,90,12.66,overcast clouds,2021-10-09 15:26:38
339,Mareeba,AU,-17.0,145.4333,70.52,92,70,5.26,broken clouds,2021-10-09 15:29:16
340,Uchiza,PE,-8.4592,-76.4633,83.28,64,84,3.29,broken clouds,2021-10-09 15:26:13
341,Tornabe,HN,15.75,-87.55,84.45,83,40,2.3,scattered clouds,2021-10-09 15:29:17
342,Sergeyevka,KZ,53.88,67.4158,43.99,71,23,7.05,few clouds,2021-10-09 15:29:17
343,Juba,SS,4.8517,31.5825,87.84,49,39,5.32,scattered clouds,2021-10-09 15:29:17
344,Usinsk,RU,65.9939,57.5281,30.4,71,19,11.18,few clouds,2021-10-09 15:29:18
345,Tambacounda,SN,13.7539,-13.7586,95.05,55,20,6.91,few clouds,2021-10-09 15:29:18
346,Sitka,US,57.0531,-135.33,44.98,84,99,12.55,moderate rain,2021-10-09 15:24:35
347,Hobyo,SO,5.3505,48.5268,79.2,80,46,14.74,scattered clouds,2021-10-09 15:29:19
348,Khilok,RU,51.3674,110.4676,28.74,91,11,6.02,few clouds,2021-10-09 15:29:19
349,Teya,RU,60.3778,92.6267,35.51,85,98,14.12,overcast clouds,2021-10-09 15:29:19
350,Sayyan,YE,15.1718,44.3244,69.64,35,99,17.47,overcast clouds,2021-10-09 15:29:19
351,Cururupu,BR,-1.8283,-44.8683,88.45,56,79,7.76,broken clouds,2021-10-09 15:29:20
352,Camapua,BR,-19.5314,-54.0439,99.16,28,9,11.52,clear sky,2021-10-09 15:29:20
353,Marystown,CA,47.1666,-55.1483,48.85,100,28,10.0,scattered clouds,2021-10-09 15:29:22
354,Padang,ID,-0.9492,100.3543,77.05,89,44,2.26,scattered clouds,2021-10-09 15:29:22
355,Fernandez,AR,-27.9204,-63.8935,64.11,48,100,11.03,overcast clouds,2021-10-09 15:29:23
356,Yugorsk,RU,61.3133,63.3319,36.19,68,99,10.2,overcast clouds,2021-10-09 15:29:23
357,San Cristobal,VE,7.7669,-72.225,77.18,43,21,3.11,few clouds,2021-10-09 15:26:43
358,Haines Junction,CA,60.7522,-137.5108,32.79,95,83,2.91,light snow,2021-10-09 15:26:45
359,Strezhevoy,RU,60.7333,77.5889,37.38,65,88,15.61,overcast clouds,2021-10-09 15:29:24
360,Yangambi,CD,0.8102,24.4336,83.75,62,100,4.32,light rain,2021-10-09 15:29:24
361,Montepuez,MZ,-13.1256,38.9997,85.33,28,1,4.32,clear sky,2021-10-09 15:29:24
362,Hartford,US,41.7668,-72.7662,65.07,79,90,1.01,overcast clouds,2021-10-09 15:25:06
363,Payo,ID,-3.7508,103.6372,78.06,80,94,2.73,overcast clouds,2021-10-09 15:29:25
364,Newport,GB,51.5877,-2.9984,65.68,80,100,1.19,overcast clouds,2021-10-09 15:29:25
365,Yar-Sale,RU,66.8333,70.8333,29.08,70,83,15.57,broken clouds,2021-10-09 15:26:27
366,Nelson Bay,AU,-32.7167,152.15,68.05,68,1,13.89,clear sky,2021-10-09 15:29:26
367,Mulchen,CL,-37.7167,-72.2333,62.46,37,0,2.08,clear sky,2021-10-09 15:29:26
368,Mbandaka,CD,0.0487,18.2603,86.47,59,98,1.63,overcast clouds,2021-10-09 15:29:28
369,Lebu,CL,-37.6167,-73.65,57.88,72,13,10.63,few clouds,2021-10-09 15:23:57
370,Eskilstuna,SE,59.3666,16.5077,59.2,85,99,5.99,overcast clouds,2021-10-09 15:29:29
371,Cabedelo,BR,-6.9811,-34.8339,86.67,63,68,14.32,broken clouds,2021-10-09 15:29:30
372,Hasaki,JP,35.7333,140.8333,68.4,86,37,8.57,scattered clouds,2021-10-09 15:21:15
373,Hailar,CN,49.2,119.7,35.55,98,100,17.47,overcast clouds,2021-10-09 15:29:31
374,Tabou,CI,4.423,-7.3528,80.76,80,97,8.5,light rain,2021-10-09 15:29:32
375,Aquiraz,BR,-3.9014,-38.3911,89.22,60,72,15.43,broken clouds,2021-10-09 15:29:32
376,Yarim,YE,14.298,44.3779,61.16,63,75,5.23,broken clouds,2021-10-09 15:29:32
377,Flinders,AU,-34.5833,150.8552,64.8,77,84,1.01,light rain,2021-10-09 15:25:04
378,Port Macquarie,AU,-31.4333,152.9167,58.96,93,12,11.3,few clouds,2021-10-09 15:29:33
379,Zlobin,HR,45.2924,14.6541,50.32,56,20,4.61,few clouds,2021-10-09 15:29:34
380,Saint-Joseph,RE,-21.3667,55.6167,70.21,80,57,13.38,light rain,2021-10-09 15:26:24
381,Nemuro,JP,43.3236,145.575,55.99,76,41,13.06,scattered clouds,2021-10-09 15:29:35
382,Cham,DE,49.245,12.6825,56.21,61,0,10.04,clear sky,2021-10-09 15:29:35
383,Llano Largo,PA,7.9,-80.4333,83.05,78,92,3.53,overcast clouds,2021-10-09 15:29:36
384,Revelstoke,CA,50.9832,-118.2023,37.42,87,90,2.3,overcast clouds,2021-10-09 15:28:16
385,Darab,IR,28.7519,54.5444,82.0,9,0,4.29,clear sky,2021-10-09 15:29:36
386,Sao Filipe,CV,14.8961,-24.4956,81.05,77,18,8.12,few clouds,2021-10-09 15:24:39
387,Flin Flon,CA,54.7682,-101.865,46.24,87,75,6.91,smoke,2021-10-09 15:26:16
388,Dzerzhinsk,RU,56.2389,43.4631,48.02,53,0,4.47,clear sky,2021-10-09 15:29:37
389,Monte Aprazivel,BR,-20.7725,-49.7142,90.25,34,6,3.91,clear sky,2021-10-09 15:27:11
390,Igarka,RU,67.4667,86.5833,22.8,82,100,22.97,overcast clouds,2021-10-09 15:29:39
391,Charters Towers,AU,-20.1,146.2667,68.16,82,6,11.07,clear sky,2021-10-09 15:29:40
392,Wenling,CN,28.3669,121.36,75.9,89,83,7.11,broken clouds,2021-10-09 15:29:40
393,Panaba,MX,21.2833,-88.2667,86.05,64,94,6.04,overcast clouds,2021-10-09 15:29:41
394,Shingu,JP,33.7333,135.9833,71.51,89,36,8.61,scattered clouds,2021-10-09 15:29:41
395,Green River,US,41.5286,-109.4662,45.99,70,72,5.99,broken clouds,2021-10-09 15:29:41
396,Teeli,RU,51.0333,90.2333,34.41,56,1,3.27,clear sky,2021-10-09 15:29:42
397,Escanaba,US,45.7453,-87.0646,65.25,96,90,5.75,overcast clouds,2021-10-09 15:25:13
398,Fort Nelson,CA,58.8053,-122.7002,38.79,70,75,0.0,broken clouds,2021-10-09 15:29:42
399,General Pico,AR,-35.6566,-63.7568,67.62,42,0,8.57,clear sky,2021-10-09 15:29:42
400,Lazurne,UA,46.084,32.5295,49.01,58,100,17.54,overcast clouds,2021-10-09 15:29:43
401,Nizhniy Odes,RU,63.6445,54.856,32.27,75,98,4.76,overcast clouds,2021-10-09 15:29:44
402,Daru,PG,-9.0763,143.2092,79.45,86,34,18.07,scattered clouds,2021-10-09 15:29:45
403,Klaksvik,FO,62.2266,-6.589,50.92,82,51,13.33,broken clouds,2021-10-09 15:25:39
404,Kidal,ML,18.4411,1.4078,99.9,5,52,15.84,broken clouds,2021-10-09 15:29:46
405,Altay,CN,47.8667,88.1167,32.79,51,0,7.92,clear sky,2021-10-09 15:29:46
406,Hauterive,FR,46.0901,3.4459,60.1,61,27,3.76,scattered clouds,2021-10-09 15:25:31
407,Garissa,KE,-0.4536,39.6401,90.18,39,64,16.87,broken clouds,2021-10-09 15:29:48
408,Luba,GQ,3.4568,8.5547,75.09,89,100,10.63,light rain,2021-10-09 15:29:48
409,Chuy,UY,-33.6971,-53.4616,64.8,61,35,12.33,scattered clouds,2021-10-09 15:24:36
410,Bad Hofgastein,AT,47.1667,13.1,57.61,91,4,4.25,clear sky,2021-10-09 15:29:50
411,Muzhi,RU,65.3667,64.6667,31.53,67,4,16.84,clear sky,2021-10-09 15:26:08
412,Hervey Bay,AU,-25.2986,152.8535,71.02,76,0,9.8,clear sky,2021-10-09 15:26:00
413,Peniche,PT,39.3558,-9.3811,79.75,78,98,10.8,overcast clouds,2021-10-09 15:29:50
414,Arboletes,CO,8.8505,-76.4269,83.08,76,99,5.59,overcast clouds,2021-10-09 15:29:51
415,Mandurah,AU,-32.55,115.7,54.16,70,0,9.69,clear sky,2021-10-09 15:29:13
416,Mahibadhoo,MV,3.7833,72.9667,83.59,78,77,12.01,light rain,2021-10-09 15:29:52
417,Margate,GB,51.3813,1.3862,63.97,76,66,1.99,broken clouds,2021-10-09 15:29:52
418,Benghazi,LY,32.1167,20.0667,79.47,49,0,6.44,clear sky,2021-10-09 15:24:15
419,Karera,IN,25.4667,78.15,80.94,54,3,7.56,clear sky,2021-10-09 15:29:53
420,Terra Roxa,BR,-23.8557,-50.0314,69.49,66,92,7.31,light rain,2021-10-09 15:29:53
421,Banjar,ID,-8.19,114.9675,78.66,89,51,7.83,broken clouds,2021-10-09 15:25:58
422,Tiznit,MA,29.5833,-9.5,82.11,32,96,8.08,overcast clouds,2021-10-09 15:25:23
423,Richards Bay,ZA,-28.783,32.0377,69.78,82,42,19.89,light rain,2021-10-09 15:29:54
424,Itumbiara,BR,-18.4192,-49.2153,98.01,27,20,5.3,few clouds,2021-10-09 15:29:54
425,Prince George,CA,53.9166,-122.753,42.24,92,90,16.11,overcast clouds,2021-10-09 15:29:54
426,Mercedes,AR,-34.6515,-59.4307,69.78,46,5,9.28,clear sky,2021-10-09 15:29:55
427,Carutapera,BR,-1.195,-46.02,86.95,63,89,10.38,overcast clouds,2021-10-09 15:25:11
428,Buta,CD,2.7858,24.73,88.77,53,100,2.04,overcast clouds,2021-10-09 15:29:55
429,Plettenberg Bay,ZA,-34.0527,23.3716,62.22,65,41,10.96,scattered clouds,2021-10-09 15:29:56
430,Plaster Rock,CA,46.9065,-67.39,53.56,45,10,3.44,clear sky,2021-10-09 15:29:56
431,Vallenar,CL,-28.5708,-70.7581,67.33,30,0,6.69,clear sky,2021-10-09 15:29:57
432,Kemijarvi,FI,66.7131,27.4306,44.6,96,100,4.29,overcast clouds,2021-10-09 15:29:57
433,Nuevo Progreso,MX,23.1667,-97.95,83.53,74,0,1.01,clear sky,2021-10-09 15:29:58
434,San Joaquin,US,37.9333,-121.3011,55.53,83,23,2.1,few clouds,2021-10-09 15:29:58
435,Manggar,ID,-2.8833,108.2667,81.68,80,6,8.9,clear sky,2021-10-09 15:29:59
436,Monjas,GT,14.5,-89.8667,77.38,74,100,5.3,overcast clouds,2021-10-09 15:29:59
437,Huarmey,PE,-10.0681,-78.1522,67.6,80,64,9.04,broken clouds,2021-10-09 15:29:59
438,Omemee,CA,44.299,-78.5599,64.51,97,90,11.5,overcast clouds,2021-10-09 15:30:00
439,Sioux Lookout,CA,50.1001,-91.917,59.38,94,90,4.61,mist,2021-10-09 15:24:31
440,Lyngdal,NO,58.1376,7.07,57.99,83,59,6.8,broken clouds,2021-10-09 15:30:00
441,Coronado,US,32.6859,-117.1831,64.08,88,75,0.0,broken clouds,2021-10-09 15:30:01
442,Hovd,MN,48.0056,91.6419,34.68,40,0,0.69,clear sky,2021-10-09 15:25:33
443,Teknaf,BD,20.8624,92.3058,80.78,84,39,1.99,scattered clouds,2021-10-09 15:30:04
444,Derzhavinsk,KZ,51.1,66.3167,46.62,42,0,6.13,clear sky,2021-10-09 15:30:05
445,Faanui,PF,-16.4833,-151.75,77.54,72,13,6.15,few clouds,2021-10-09 15:23:57
446,Ilulissat,GL,69.2167,-51.1,28.42,37,75,11.5,broken clouds,2021-10-09 15:24:00
447,Palana,RU,59.1167,159.9667,30.72,75,20,6.15,few clouds,2021-10-09 15:30:07
448,Ahipara,NZ,-35.1667,173.1667,56.05,67,90,12.28,overcast clouds,2021-10-09 15:26:34
449,Port Hedland,AU,-20.3167,118.5667,71.65,78,0,8.05,clear sky,2021-10-09 15:19:19
450,Marang,MY,5.2056,103.2059,82.31,79,98,2.48,overcast clouds,2021-10-09 15:30:08
451,Baruun-Urt,MN,46.6806,113.2792,31.62,81,71,14.5,broken clouds,2021-10-09 15:25:34
452,Nouakchott,MR,18.0858,-15.9785,109.33,27,95,5.66,overcast clouds,2021-10-09 15:30:10
453,Kapoeta,SS,4.7717,33.5903,91.09,34,58,6.71,broken clouds,2021-10-09 15:24:28
454,Vanavara,RU,60.34,102.2797,37.27,96,100,15.88,light rain,2021-10-09 15:30:11
455,Vao,NC,-22.6667,167.4833,69.62,60,100,15.5,overcast clouds,2021-10-09 15:26:55
456,Ligayan,PH,4.6533,119.4706,83.86,72,100,5.03,moderate rain,2021-10-09 15:30:11
457,Bonnyville,CA,54.2668,-110.735,34.92,31,99,7.16,overcast clouds,2021-10-09 15:30:12
458,Alghero,IT,40.5589,8.3181,73.49,49,20,13.8,few clouds,2021-10-09 15:30:13
459,Codrington,AU,-38.2667,141.9667,45.43,78,98,7.14,overcast clouds,2021-10-09 15:25:33
460,Port Blair,IN,11.6667,92.75,79.65,86,100,16.11,overcast clouds,2021-10-09 15:25:57
461,Vilhena,BR,-12.7406,-60.1458,88.02,58,0,10.36,clear sky,2021-10-09 15:30:13
462,Santa Maria Del Oro,MX,25.9333,-105.3667,72.95,25,1,2.84,clear sky,2021-10-09 15:30:14
463,Kurilsk,RU,45.2333,147.8833,51.8,70,31,6.55,scattered clouds,2021-10-09 15:30:14
464,Oussouye,SN,12.485,-16.5469,91.58,63,99,9.6,overcast clouds,2021-10-09 15:30:14
465,Rio Cuarto,AR,-33.1307,-64.3499,69.57,35,0,13.8,clear sky,2021-10-09 15:30:15
466,Tamale,GH,9.4008,-0.8393,91.83,51,100,3.06,overcast clouds,2021-10-09 15:30:15
467,Caravelas,BR,-17.7125,-39.2481,77.99,64,96,8.88,overcast clouds,2021-10-09 15:30:15
468,Tigil,RU,57.8,158.6667,32.22,96,100,4.03,overcast clouds,2021-10-09 15:30:16
469,Matadi,CD,-5.8167,13.45,92.28,47,70,4.88,broken clouds,2021-10-09 15:30:16
470,Barra Do Garcas,BR,-15.89,-52.2567,86.58,62,0,0.0,clear sky,2021-10-09 15:30:13
471,Hommersak,NO,58.9317,5.8511,59.09,82,90,11.5,overcast clouds,2021-10-09 15:30:17
472,Valleyview,CA,55.0667,-117.2859,37.44,81,92,14.97,overcast clouds,2021-10-09 15:30:17
473,Belogorsk,RU,50.9158,128.4611,47.43,95,100,10.11,moderate rain,2021-10-09 15:30:18
474,Puro,PH,12.4841,123.3827,79.48,86,100,13.56,overcast clouds,2021-10-09 15:30:18
475,Tiarei,PF,-17.5333,-149.3333,73.42,71,8,3.15,clear sky,2021-10-09 15:30:18
476,Nachingwea,TZ,-10.3833,38.7667,80.44,44,50,11.65,scattered clouds,2021-10-09 15:30:19
477,Homun,MX,20.7333,-89.2833,85.95,53,62,2.98,broken clouds,2021-10-09 15:30:19
478,Weihe,CN,32.9952,105.3247,47.48,93,100,8.1,overcast clouds,2021-10-09 15:30:19
479,Puerto Escondido,MX,15.85,-97.0667,86.83,66,1,10.36,clear sky,2021-10-09 15:26:19
480,Zhicheng,CN,30.2956,111.5047,65.25,92,100,2.84,light rain,2021-10-09 15:30:20
481,Gat,IL,31.61,34.7642,80.4,60,0,13.71,clear sky,2021-10-09 15:29:00
482,Chudovo,RU,59.1167,31.6833,47.48,80,96,5.93,overcast clouds,2021-10-09 15:30:20
483,Inongo,CD,-1.95,18.2667,82.53,65,41,4.79,scattered clouds,2021-10-09 15:30:21
484,Nouadhibou,MR,20.931,-17.0347,75.16,67,90,19.73,overcast clouds,2021-10-09 15:30:21
485,Ahuimanu,US,21.4447,-157.8378,76.75,71,40,21.85,scattered clouds,2021-10-09 15:26:42
486,Alta Floresta,BR,-9.8756,-56.0861,91.22,58,40,8.05,scattered clouds,2021-10-09 15:30:23
487,Rio Grande,BR,-32.035,-52.0986,66.31,69,85,18.66,overcast clouds,2021-10-09 15:30:23
488,Nagato,JP,34.3833,131.2,76.91,85,0,13.09,clear sky,2021-10-09 15:30:23
489,Skagen,DK,57.7209,10.5839,56.08,83,74,11.32,broken clouds,2021-10-09 15:30:24
490,Houma,US,29.5958,-90.7195,82.4,77,57,4.43,broken clouds,2021-10-09 15:25:16
491,Weiz,AT,47.2167,15.6167,53.65,42,7,4.07,clear sky,2021-10-09 15:30:26
492,Bara,NG,10.3744,10.7288,91.22,43,72,4.74,broken clouds,2021-10-09 15:30:26
493,Grants,US,35.1473,-107.8514,59.23,58,90,8.05,overcast clouds,2021-10-09 15:30:26
494,Komsomolskiy,UZ,40.4272,71.7189,56.12,58,99,4.61,overcast clouds,2021-10-09 15:30:27
495,Maragogi,BR,-9.0122,-35.2225,81.73,63,98,11.1,overcast clouds,2021-10-09 15:26:36
496,Nioro,GM,13.35,-15.75,88.9,61,88,8.61,overcast clouds,2021-10-09 15:30:27
497,Miechow,PL,50.3565,20.0279,52.92,55,1,8.16,clear sky,2021-10-09 15:30:27
498,Salamiyah,SY,35.0113,37.0532,78.66,20,0,6.26,clear sky,2021-10-09 15:30:28
499,Yanam,IN,16.7333,82.2167,82.8,92,7,1.21,clear sky,2021-10-09 15:30:29
500,Pacifica,US,37.6138,-122.4869,58.64,84,40,3.0,scattered clouds,2021-10-09 15:26:15
501,Yershov,RU,51.3513,48.2766,47.61,48,5,6.02,clear sky,2021-10-09 15:30:30
502,The Valley,AI,18.217,-63.0578,87.66,58,20,17.27,few clouds,2021-10-09 15:23:40
503,Ukiah,US,39.1502,-123.2078,53.1,89,1,0.0,clear sky,2021-10-09 15:30:31
504,Kieta,PG,-6.2167,155.6333,77.94,85,61,3.98,broken clouds,2021-10-09 15:30:32
505,Beyneu,KZ,45.3167,55.2,53.74,40,0,8.14,clear sky,2021-10-09 15:24:56
506,Yamada,JP,39.4667,141.95,58.08,87,41,8.41,scattered clouds,2021-10-09 15:30:33
507,Nara,JP,34.6851,135.8049,75.49,61,1,6.02,clear sky,2021-10-09 15:30:34
508,Khovu-Aksy,RU,51.1333,93.6,27.46,74,10,6.33,clear sky,2021-10-09 15:30:34
509,La Ronge,CA,55.1001,-105.2842,43.05,75,1,5.75,smoke,2021-10-09 15:25:28
510,Lucea,JM,18.451,-78.1736,85.86,68,63,3.18,broken clouds,2021-10-09 15:30:35
511,Inta,RU,66.0317,60.1659,29.5,73,69,11.7,broken clouds,2021-10-09 15:25:49
512,Shetpe,KZ,44.1667,52.1167,49.77,36,0,3.49,clear sky,2021-10-09 15:30:35
513,Salym,RU,60.0625,71.4789,37.6,75,100,7.45,overcast clouds,2021-10-09 15:30:36
514,Tessalit,ML,20.1986,1.0114,99.75,6,22,11.77,few clouds,2021-10-09 15:30:36
515,Petawawa,CA,45.9001,-77.3328,57.78,93,90,3.0,overcast clouds,2021-10-09 15:30:36
516,Malia,GR,35.2833,25.4667,76.86,73,0,4.47,clear sky,2021-10-09 15:30:37
517,Kailua,US,21.4022,-157.7394,77.02,73,40,21.85,scattered clouds,2021-10-09 15:30:37
518,Morondava,MG,-20.2833,44.2833,77.56,77,30,6.15,scattered clouds,2021-10-09 15:30:37
519,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,94.55,46,81,1.79,broken clouds,2021-10-09 15:30:38
520,Bangkal,PH,6.0667,121.0667,79.38,84,100,2.89,light rain,2021-10-09 15:30:38
521,Porbandar,IN,21.6422,69.6093,83.84,77,95,5.01,overcast clouds,2021-10-09 15:30:38
522,Weatherford,US,32.7593,-97.7972,79.79,66,40,1.01,scattered clouds,2021-10-09 15:29:17
523,Dakar,SN,14.6937,-17.4441,90.48,74,0,16.11,clear sky,2021-10-09 15:30:39
